l_arclength, l_x,l_y,l_z,l_rot_i, l_rot_j, l_rot_k, l_rot_w,time,left_s0,left_s1,left_e0,left_e1,left_w0,left_w1,left_w2,left_gripper
0.0,0.595149552915,0.186826237006,0.115857120662,0.121202161755,0.992399416957,0.000383241829983,0.0212905221757,8.908109,-0.0855194289246,-0.975228285898,-1.16199044682,1.88334491233,0.649257368473,1.0503933445,-0.481669967396,96.4516143799
