l_arclength, l_x,l_y,l_z,l_rot_i, l_rot_j, l_rot_k, l_rot_w,time,left_s0,left_s1,left_e0,left_e1,left_w0,left_w1,left_w2,left_gripper
.0,0.458856677029,0.674681630075,-0.297910352071,0.0142186225776,0.999865281181,0.00681232534678,-0.00456535686557,8.124039,0.714835047155,0.17985924738,-1.01626227197,1.4308205799,1.71153906408,1.01204382481,0.00153398078789,96.4516143799
.1,0.171333086861,0.665617934814,-0.272126632533,0.00858594953121,0.999367638554,0.0264765426516,0.0221268427819,102.234702,1.45996621487,0.110830111925,-0.888174876186,2.01795172646,2.07892746278,0.979830228262,0.0460194236366,96.4516143799
.2,0.459233990925,0.766848398756,-0.301395511239,0.0126812710405,0.999863790705,-0.00605702109895,-0.00865435713179,65.181204,0.635068046185,0.141126232485,-0.950684593292,1.08644189302,1.38825261304,0.979063237868,0.37352432185,100.0
.3,0.16553378293,0.787758366125,-0.290803254523,0.0158617864503,0.999683820939,-0.0171804165664,-0.00924635979348,138.255870,1.20455841369,-0.00690291354548,-0.829500111049,1.52822835993,1.4944807826,0.863631183579,0.533441818987,100.0
.4,0.452962777378,0.876639027011,-0.29820887176,0.00781691932736,0.99918090315,-0.00572495741239,0.0392892277341,139.938201,0.563737939548,0.153014583592,-0.808407875216,0.656543777215,0.932276823837,0.958737992428,0.857878755625,100.0
.5,0.17492412338,0.905102714121,-0.288162021307,0.0178037322409,0.99934739531,0.0229215089293,-0.0215038376524,439.899480,1.12057296555,0.093572828061,-0.931509833443,1.17349530273,1.47032058519,0.947233136519,0.749349614882,96.7741928101
.6,0.217962947938,0.694535336135,-0.0356997710105,-0.00127879597861,0.998367481292,-0.0174848794674,-0.0543600585923,30.882797,1.24175744779,-0.46096122676,-1.19918948093,2.01948570725,1.25211181811,1.17656326431,0.179475752183,96.7741928101
